,SAR,Upper Band,Middle Band,Lower Band
94,5.01808,5.099999999999999,5.099999999999999,5.099999999999999
95,5.034464,5.099999999999999,5.099999999999999,5.099999999999999
96,5.0475712,5.099999999999999,5.099999999999999,5.099999999999999
97,5.1,5.160000000000083,5.079999999999998,4.999999999999914
98,5.1,5.253238075793903,5.019999999999998,4.786761924206092
99,5.04,5.219089023002134,4.999999999999998,4.780910976997863
100,5.0,5.1639607805437855,4.959999999999998,4.756039219456211
101,5.0,5.069666295471208,4.919999999999997,4.770333704528786
102,4.8,5.069666295471208,4.919999999999997,4.770333704528786
103,4.84,5.057979589711718,4.959999999999997,4.8620204102882765
104,4.872,5.129666295471255,4.979999999999997,4.830333704528739
105,4.9176,5.169666295471114,5.019999999999998,4.870333704528882
106,4.95408,5.157979589711501,5.059999999999998,4.962020410288495
107,4.983264,5.160000000000083,5.079999999999998,4.999999999999914
108,5.0066112,5.099999999999999,5.099999999999999,5.099999999999999
109,5.02528896,5.099999999999999,5.099999999999999,5.099999999999999
110,5.040231168,5.099999999999999,5.099999999999999,5.099999999999999
111,5.0521849344,5.099999999999999,5.099999999999999,5.099999999999999
112,5.06174794752,5.099999999999999,5.099999999999999,5.099999999999999
113,5.069398358016,5.200000000000083,5.119999999999998,5.039999999999914
114,5.0955186864128,5.199999999999906,5.119999999999999,5.040000000000092
115,5.2,5.199999999999906,5.119999999999999,5.040000000000092
116,5.18,5.199999999999906,5.119999999999999,5.040000000000092
117,5.1,5.237979589711284,5.139999999999999,5.042020410288713
118,5.2,5.199999999999906,5.119999999999999,5.040000000000092
119,5.1,5.237979589711284,5.139999999999999,5.042020410288713
120,5.1,5.329666295470925,5.179999999999999,5.030333704529073
121,5.14,5.369666295470878,5.22,5.070333704529122
122,5.172,5.369666295470878,5.22,5.070333704529122
123,5.1975999999999996,5.357979589711285,5.26,5.162020410288714
124,5.2,5.426491106406644,5.3,5.173508893593356
125,5.24,5.543960780543648,5.34,5.136039219456352
126,5.292,5.682842712474516,5.4,5.117157287525485
127,5.3536,5.713238075793753,5.4799999999999995,5.246761924206246
128,5.40288,5.699999999999946,5.539999999999999,5.380000000000052
129,5.442304,5.6579795897111405,5.56,5.462020410288859
130,5.4738432,5.659999999999552,5.58,5.5000000000004485
131,5.49907456,5.726491106406531,5.6,5.473508893593468
132,5.539259648000001,5.931293199325008,5.659999999999999,5.38870680067499
133,5.611407718400001,6.039999999999981,5.719999999999999,5.400000000000016
134,5.669126174720001,6.5448199740725315,5.919999999999999,5.295180025927467
135,5.835300939776,6.704819974072576,6.079999999999998,5.455180025927421
136,5.9682407518208,6.676386945839684,6.179999999999998,5.683613054160312
137,6.07459260145664,6.6718252056394824,6.259999999999999,5.848174794360515
138,6.159674081165312,6.6132380757939035,6.379999999999998,6.146761924206093
139,6.227739264932249,6.764093010681758,6.419999999999999,6.0759069893182405
140,6.322191411945799,6.887921561087435,6.4799999999999995,6.072078438912564
141,6.39775312955664,6.859332590941946,6.56,6.260667409058053
142,6.7,6.813238075793784,6.58,6.346761924206216
143,6.640000000000001,6.864961536185453,6.539999999999999,6.215038463814546
144,6.572,6.784961536185496,6.459999999999999,6.135038463814502
145,6.5176,6.6190890230019415,6.4,6.180910976998059
146,6.3,6.713938769133978,6.42,6.126061230866022
147,6.38,6.784961536185323,6.460000000000001,6.135038463814679
148,6.444,6.864961536185366,6.540000000000001,6.215038463814635
149,6.4952,6.853238075793784,6.62,6.386761924206216
150,6.53616,6.757979589710924,6.660000000000001,6.562020410289078
151,6.568928,6.82966629547069,6.6800000000000015,6.530333704529313
152,6.8,6.911293199324957,6.640000000000001,6.368706800675044
153,6.8,6.882842712474641,6.6,6.317157287525358
154,6.72,6.882842712474641,6.6,6.317157287525358
155,6.4,6.913938769133881,6.62,6.326061230866119
156,6.46,6.913938769133881,6.62,6.326061230866119
157,6.528,6.919089023001941,6.7,6.480910976998059
158,6.5824,7.019089023002006,6.8,6.580910976997994
159,6.66592,7.257770876399867,6.9,6.5422291236001335
160,6.772736,7.357770876399907,7.0,6.642229123600093
161,6.8581888,7.8693280212272025,7.2,6.530671978772798
162,7.04655104,8.00481997407251,7.38,6.755180025927491
163,7.197240831999999,7.976386945839599,7.4799999999999995,6.9836130541604
164,7.3177926656,7.9718252056394485,7.56,7.148174794360551
165,7.41423413248,8.528801805866829,7.8199999999999985,7.111198194133168
166,7.6,9.073755189785572,8.02,6.966244810214428
167,7.84,9.583744522870505,8.299999999999999,7.0162554771294925
168,8.092,9.633755189785624,8.579999999999998,7.526244810214372
169,8.2936,9.226476151587748,8.759999999999998,8.293523848412248
170,8.45488,9.231918358845576,8.839999999999998,8.44808164115442
171,9.1,9.290659966457048,8.759999999999998,8.229340033542949
172,8.959999999999999,9.083033476111865,8.619999999999997,8.15696652388813
173,8.847999999999999,8.930944739820008,8.559999999999999,8.18905526017999
174,8.4,9.027921561087505,8.62,8.212078438912494
175,8.48,9.027921561087505,8.62,8.212078438912494
176,8.564,9.107814388593367,8.719999999999999,8.332185611406631
177,8.6312,9.053238075794026,8.819999999999999,8.586761924205971
178,8.68496,9.000000000000522,8.839999999999998,8.679999999999474
179,8.7,9.152982212813624,8.899999999999999,8.647017787186373
180,8.7,9.473286382648077,8.999999999999998,8.52671361735192
181,8.84,9.792380257212027,9.139999999999999,8.48761974278797
182,8.991999999999999,10.663993355463381,9.459999999999999,8.256006644536617
183,9.2936,11.347725463805986,9.919999999999998,8.49227453619401
184,9.634879999999999,11.662350909274108,10.299999999999999,8.93764909072589
185,9.907903999999998,11.665833007557948,10.599999999999998,9.534166992442048
186,10.126323199999998,11.23094473981993,10.859999999999998,10.489055260180065
187,10.301058559999998,11.129666295471162,10.979999999999999,10.830333704528835
188,10.460846847999997,11.178885438200409,10.999999999999998,10.821114561799588
189,10.588677478399998,11.215959179422715,11.02,10.824040820577284
190,10.690941982719998,11.44000000000007,11.12,10.799999999999928
191,10.832753586175999,11.588711915483335,11.239999999999998,10.891288084516662
192,10.9662028689408,11.751825205639413,11.34,10.928174794360586
193,11.09296229515264,12.10514955353311,11.52,10.93485044646689
194,11.274369836122112,12.354491659829511,11.739999999999998,11.125508340170486
195,11.45949586889769,13.40623481526504,12.12,10.833765184734958
196,11.827596695118153,14.01345237620753,12.52,11.026547623792469
197,13.5,14.013452376207491,12.52,11.026547623792508
198,13.5,14.072666530556626,12.44,10.807333469443373
199,13.12,15.545630494610432,11.6,7.654369505389568
200,12.096,14.623004231501756,10.96,7.296995768498245
201,11.2768,12.901127580556748,10.24,7.578872419443252
202,10.62144,12.168755120147136,9.88,7.591244879852866
203,8.0,11.176997182214073,9.580000000000002,7.9830028177859305
204,8.42,10.651361950083329,10.100000000000001,9.548638049916674
205,8.856,10.817495098020164,10.180000000000001,9.54250490197984
206,9.2048,10.957495098020164,10.320000000000002,9.68250490197984
207,9.48384,11.055363949068683,10.540000000000003,10.024636050931322
208,9.767072,11.034664010613412,10.700000000000001,10.36533598938659
209,9.9936576,11.108711915483012,10.760000000000002,10.411288084516992
210,10.17492608,11.053238075793299,10.820000000000002,10.586761924206705
211,10.9,11.285527267879372,10.74,10.194472732120628
212,10.8,11.325245058788322,10.56,9.794754941211679
213,10.64,11.139999999999873,10.420000000000002,9.70000000000013
214,10.512,10.899999999999856,10.340000000000002,9.780000000000147
215,10.5,10.608711915483093,10.260000000000002,9.91128808451691
216,10.0,11.094091981854042,10.420000000000002,9.745908018145961
217,10.2,11.414718490564404,10.660000000000002,9.9052815094356
218,10.399999999999999,11.444819974072399,10.820000000000002,10.195180025927606
219,10.559999999999999,11.462586398649915,10.920000000000002,10.377413601350089
220,10.687999999999999,11.199999999999283,11.040000000000003,10.880000000000722
221,10.790399999999998,11.275959179422138,11.080000000000002,10.884040820577866
222,10.872319999999998,11.352982212813512,11.1,10.847017787186488
223,10.957856,11.500000000000071,11.18,10.859999999999928
224,11.0462848,11.559332590942041,11.26,10.960667409057958
225,11.11702784,11.73466401061358,11.4,11.065335989386421
226,11.233622272,11.90781438859344,11.52,11.132185611406559
227,11.3468978176,12.05182520563969,11.639999999999999,11.228174794360308
228,11.45751825408,12.11094473982016,11.739999999999998,11.369055260179836
229,11.546014603264,12.327921561087642,11.919999999999998,11.512078438912354
230,11.6968116826112,12.706630035524352,12.099999999999998,11.493369964475644
231,11.87744934608896,12.736656314600275,12.199999999999998,11.66334368539972
232,12.021959476871169,12.756070170040118,12.299999999999997,11.843929829959876
233,12.137567581496935,12.631293199325738,12.359999999999996,12.088706800674254
234,12.6,12.639332590942324,12.339999999999998,12.040667409057672
235,12.52,12.44396078054403,12.239999999999998,12.036039219455967
236,12.436,12.415959179422714,12.219999999999999,12.024040820577284
237,12.3688,12.326491106406587,12.2,12.073508893593411
238,12.31504,12.369666295471163,12.219999999999999,12.070333704528835
239,12.1,12.46396078054403,12.259999999999998,12.056039219455966
240,12.16,12.469666295471919,12.319999999999997,12.170333704528074
241,12.208,12.457979589712371,12.359999999999998,12.262020410287624
242,12.2464,12.460000000001324,12.379999999999997,12.29999999999867
243,12.27712,12.800000000000866,12.479999999999995,12.159999999999124
244,12.381696,13.025421149026899,12.579999999999995,12.13457885097309
245,12.4853568,13.143033476111924,12.679999999999996,12.216966523888068
246,12.56828544,13.110944739820463,12.739999999999995,12.369055260179527
247,12.9,13.0593325909427,12.759999999999994,12.460667409057288
248,12.82,13.375843122175212,12.559999999999993,11.744156877824775
249,12.616,13.257387595294666,12.339999999999995,11.422612404705323
250,12.4528,12.905245058788651,12.139999999999995,11.37475494121134
251,12.32224,12.547636238331481,12.019999999999994,11.492363761668507
252,12.217792000000001,12.153238075794754,11.919999999999995,11.686761924205236
253,12.134233600000002,12.163960780545139,11.959999999999994,11.756039219454848
254,12.06738688,12.129666295473056,11.979999999999993,11.83033370452693
255,12.013909504,12.211293199325945,11.939999999999994,11.668706800674043
256,11.9511276032,12.113238075794754,11.879999999999995,11.646761924205236
257,11.90090208256,12.063960780544862,11.859999999999996,11.65603921945513
258,11.9,11.9696662954723,11.819999999999997,11.670333704527694
259,11.7,11.9696662954723,11.819999999999997,11.670333704527694
260,11.9,11.9696662954723,11.819999999999997,11.670333704527694
261,11.9,11.978885438200725,11.799999999999997,11.621114561799269
262,11.86,11.943960780544309,11.739999999999998,11.536039219455688
263,11.808,11.915959179423005,11.719999999999999,11.524040820576992
264,11.766399999999999,11.757979589711214,11.66,11.562020410288786
265,11.73312,11.737979589712372,11.639999999999999,11.542020410287625
266,11.706496,12.065149553533207,11.48,10.894850446466794
267,11.6,12.352388823271097,11.2,10.047611176728902
268,11.32,12.129297316626594,10.919999999999998,9.710702683373402
269,11.096,11.740799680255854,10.739999999999998,9.739200319744143
270,10.9168,11.055363949069283,10.539999999999997,10.024636050930711
271,10.2,11.055363949069283,10.539999999999997,10.024636050930711
272,10.34,11.341331855135065,10.739999999999998,10.138668144864932
273,10.512,11.256070170039807,10.799999999999999,10.34392982996019
274,11.2,11.275363949069066,10.76,10.244636050930934
275,11.059999999999999,11.275363949069066,10.76,10.244636050930934
276,10.947999999999999,11.239599839871916,10.74,10.240400160128084
277,10.8584,10.900000000000194,10.66,10.419999999999806
278,10.5,11.013938769134217,10.719999999999999,10.42606123086578
279,10.58,11.019089023002328,10.799999999999999,10.58091097699767
280,10.644,10.957979589712371,10.859999999999998,10.762020410287624
281,10.6952,10.95797958971324,10.859999999999996,10.762020410286752
282,10.73616,10.960000000002035,10.879999999999997,10.79999999999796
283,10.768928,10.960000000002035,10.879999999999997,10.79999999999796
284,10.795142400000001,11.026491106408383,10.899999999999997,10.773508893591611
285,10.83611392,11.026491106408383,10.899999999999997,10.773508893591611
286,10.868891136,11.000000000002036,10.919999999999998,10.83999999999796
287,10.8951129088,11.213238075794392,10.979999999999999,10.746761924205606
288,10.9,11.836461381011604,11.16,10.483538618988396
289,11.08,12.13387959797527,11.319999999999999,10.506120402024727
290,11.224,12.171055553385377,11.459999999999999,10.74894444661462
291,11.3392,12.10647615158769,11.64,11.17352384841231
292,11.43136,11.900000000000524,11.74,11.579999999999476
293,11.505088,11.900000000000524,11.74,11.579999999999476
294,11.5640704,12.420000000000059,11.860000000000001,11.299999999999944
295,11.73125632,12.579655069847785,12.0,11.420344930152215
296,11.865005056,12.731882341631259,12.120000000000001,11.508117658368743
297,11.9720040448,12.776386945839858,12.280000000000001,11.783613054160144
298,12.07760323584,12.529666295471543,12.38,12.230333704528459
299,12.162082588672,12.54396078054431,12.34,12.13603921945569
300,12.2,12.563960780544033,12.360000000000001,12.15603921945597
301,12.2,12.563960780544033,12.360000000000001,12.15603921945597
302,12.26,12.645329983228766,12.38,12.114670016771235
303,12.328,12.739332590942137,12.440000000000001,12.140667409057865
304,12.382399999999999,12.678885438200096,12.500000000000004,12.321114561799911
305,12.42592,12.763960780543755,12.560000000000002,12.35603921945625
306,12.480736,13.412380257212117,12.760000000000002,12.107619742787886
307,12.6645888,13.713977329651176,12.920000000000002,12.126022670348828
308,12.81167104,13.825245058788362,13.060000000000002,12.294754941211643
309,12.929336832,13.834108003776318,13.260000000000002,12.685891996223685
310,13.043469465600001,13.52649110640704,13.400000000000002,13.273508893592965
311,13.13477557248,13.52649110640704,13.400000000000002,13.273508893592965
312,13.207820457984,13.52649110640704,13.400000000000002,13.273508893592965
313,13.2662563663872,13.619999999999816,13.460000000000003,13.300000000000189
314,13.33300509310976,13.75298221281318,13.500000000000004,13.247017787186827
315,13.406404074487808,13.831293199324698,13.560000000000002,13.288706800675307
316,13.465123259590246,13.819089023001554,13.600000000000003,13.380910976998452
317,13.7,13.769666295470028,13.620000000000005,13.470333704529981
318,13.66,13.859332590941003,13.560000000000006,13.260667409059009
319,13.588000000000001,13.799999999999631,13.480000000000004,13.160000000000377
320,13.5304,13.652982212813402,13.400000000000002,13.147017787186602
321,13.3,13.652982212813628,13.400000000000002,13.147017787186376
322,13.3,13.652982212813628,13.400000000000002,13.147017787186376
323,13.360000000000001,13.67999999999996,13.440000000000003,13.200000000000045
324,13.6,13.6639607805432,13.460000000000004,13.25603921945681
325,13.56,13.6639607805432,13.460000000000004,13.25603921945681
326,13.508000000000001,13.569666295469649,13.420000000000005,13.270333704530362
327,13.4664,13.526491106404796,13.400000000000006,13.273508893595215
328,13.3,13.526491106404796,13.400000000000006,13.273508893595215
329,13.34,13.526491106404796,13.400000000000006,13.273508893595215
330,13.372,13.49999999999636,13.420000000000007,13.340000000003654
331,13.3976,13.49999999999636,13.420000000000007,13.340000000003654
332,13.5,13.49999999999636,13.420000000000007,13.340000000003654
333,13.4,13.49999999999636,13.420000000000007,13.340000000003654
334,13.5,13.526491106403451,13.40000000000001,13.273508893596567
335,13.5,13.529666295467754,13.38000000000001,13.230333704532265
336,13.46,13.529666295467754,13.38000000000001,13.230333704532265
337,13.3,13.578885438197243,13.400000000000011,13.221114561802779
338,13.34,13.529666295466619,13.380000000000013,13.230333704533408
339,13.372,13.52649110640076,13.400000000000015,13.273508893599269
340,13.3976,13.619999999995919,13.460000000000013,13.300000000004108
341,13.4,13.753238075790874,13.520000000000014,13.286761924209154
342,13.46,13.899999999998041,13.580000000000013,13.260000000001984
343,13.528,14.1830334761101,13.720000000000013,13.256966523889925
344,13.6424,14.271825205637633,13.860000000000014,13.448174794362394
345,13.73392,14.367814388591547,13.980000000000013,13.592185611408478
346,13.827136,14.33129319932261,14.060000000000011,13.788706800677412
347,13.9017088,14.319999999996272,14.16000000000001,14.00000000000375
348,13.98136704,14.37888543819629,14.200000000000012,14.021114561803733
349,14.045093632,14.727921561085843,14.320000000000011,13.912078438914179
350,14.1760749056,15.57919967974327,14.580000000000009,13.580800320256747
351,14.44085992448,16.08659175793489,14.90000000000001,13.713408242065128
352,14.692687939584,16.274271062174407,15.160000000000007,14.045728937825608
353,14.8941503516672,16.194718490563883,15.440000000000008,14.685281509436134
354,15.05532028133376,16.811630180269123,15.860000000000008,14.908369819730895
355,15.404256225067009,17.613700111214477,16.220000000000006,14.826299888785536
356,15.783404980053607,18.166946753989958,16.580000000000005,14.993053246010053
357,16.126723984042886,18.08963994814453,16.84000000000001,15.590360051855493
358,16.40137918723431,17.737135531086622,17.180000000000007,16.62286446891339
359,16.621103349787447,18.044980619863313,17.400000000000006,16.755019380136698
360,16.876882679829958,18.20427267446595,17.500000000000007,16.795727325534063
361,17.081506143863965,18.93063008529079,17.740000000000006,16.54936991470922
362,17.405204915091172,19.759866660739952,18.26000000000001,16.760133339260065
363,17.82416393207294,20.291750616350917,18.720000000000006,17.148249383649095
364,18.199331145658352,21.006169084940904,19.22000000000001,17.433830915059115
365,18.63946491652668,21.072097557347888,19.760000000000012,18.447902442652136
366,19.011571933221344,20.784748483277074,19.94000000000001,19.095251516722943
367,19.309257546577076,21.004748483277073,20.160000000000007,19.31525151672294
368,19.567406037261662,21.015541752799578,20.300000000000004,19.58445824720043
369,19.77392482980933,21.094718490564254,20.340000000000003,19.585281509435752
370,19.939139863847466,21.510727898137805,20.480000000000004,19.449272101862203
371,20.191311891077973,22.22193397570091,20.98,19.73806602429909
372,20.57304951286238,23.157270610919095,21.400000000000002,19.64272938908091
373,20.998439610289903,24.166405417600334,22.040000000000003,19.91359458239967
374,21.518751688231923,24.74148460295874,22.720000000000006,20.698515397041273
375,22.01500135058554,25.193320941716642,23.400000000000006,21.60667905828337
376,22.532001080468433,25.72833252032489,24.020000000000007,22.311667479675123
377,23.065600864374748,25.41105453575844,24.320000000000007,23.228945464241576
378,23.492480691499797,27.350324652510757,25.040000000000006,22.729675347489255
379,24.2,28.175869630962364,25.660000000000007,23.14413036903765
380,24.8,28.679279896289863,26.180000000000007,23.68072010371015
381,25.28,28.818620279390068,26.500000000000007,24.181379720609947
382,25.664,27.35933259094157,27.060000000000002,26.760667409058435
383,25.9712,29.418332609325162,27.5,25.581667390674838
384,26.656959999999998,30.46576560118767,28.0,25.53423439881233
385,27.245568,31.180526263730606,28.52,25.859473736269393
386,27.7564544,31.519217258112175,29.22,26.920782741887823
387,28.265163519999998,30.378665181883893,29.78,29.18133481811611
388,28.672130816,30.34303347611144,29.880000000000003,29.416966523888565
389,28.9977046528,30.55536394906918,30.040000000000003,29.524636050930827
390,29.27816372224,31.220869154657688,30.300000000000004,29.37913084534232
391,29.642530977792,31.458460398859717,30.420000000000005,29.381539601140293
392,29.9340247822336,33.54865107477199,31.140000000000004,28.73134892522802
393,30.62721982578688,35.256498083841265,32.06,28.86350191615874
394,31.401775860629506,35.93735370921726,32.839999999999996,29.742646290782726
395,32.0214206885036,36.26342851191744,33.519999999999996,30.776571488082553
396,32.51713655080288,36.39284307098043,34.58,32.76715692901956
397,33.25370924064231,40.51297704804276,35.959999999999994,31.40702295195723
398,34.66296739251385,42.96837980516397,37.25999999999999,31.55162019483601
399,35.93037391401108,44.63643726943121,38.79999999999999,32.96356273056877
400,37.14429913120886,45.988390229394696,40.73999999999999,35.49160977060528
401,38.55543930496709,47.59894503027871,42.85999999999999,38.12105496972127
402,40.20435144397367,48.461389917952125,43.999999999999986,39.538610082047846
403,41.523481155178935,49.88799274046621,45.47999999999999,41.07200725953377
404,42.89878492414315,49.103795189326384,45.93999999999998,42.77620481067358
405,43.99902793931452,49.15551864131156,46.47999999999999,43.80448135868842
406,44.3,49.29232501727099,46.55999999999999,43.827674982728986
407,45.12,49.44506983149484,46.75999999999999,44.07493016850514
408,45.775999999999996,48.66869824325033,46.47999999999999,44.29130175674965
409,46.300799999999995,47.4577708764059,47.099999999999994,46.742229123594086
410,46.720639999999996,51.61233816988305,48.03999999999999,44.46766183011693
411,47.4,59.76871114111487,50.41999999999999,41.071288858885104
412,49.74,67.61811665886988,53.91999999999998,40.22188334113009
413,52.692,75.61063495560654,58.679999999999986,41.74936504439342
414,56.3136,77.48267107920785,63.179999999999986,48.87732892079213
415,59.21088,74.23389452600915,65.71999999999998,57.20610547399082
416,61.528704000000005,74.48903808225155,68.19999999999997,61.910961917748395
417,63.52296320000001,76.23919608952859,70.01999999999998,63.80080391047137
418,65.53837056,80.84620482220859,71.55999999999997,62.273795177791364
419,68.13069644800001,91.69430745394533,75.35999999999997,59.02569254605461
420,72.2845571584,93.38615696817315,79.73999999999997,66.09384303182678
421,75.60764572672001,96.45362071612861,83.53999999999996,70.62637928387132
422,78.586116581376,96.87049426408593,87.25999999999996,77.64950573591399
423,81.3088932651008,95.02719631821415,90.15999999999995,85.29280368178576
424,83.64711461208064,104.97722001151283,93.17999999999995,81.38277998848707
425,87.71769168966452,120.30597216602294,99.53999999999995,78.77402783397696
426,93.77415335173161,140.9198029550677,108.43999999999997,75.96019704493224
427,102.01932268138529,148.62345323098197,116.41999999999996,84.21654676901794
428,108.61545814510824,153.57846882152987,126.27999999999997,98.98153117847009
429,115.35236651608659,151.96574518354413,133.99999999999997,116.03425481645581
430,120.80189321286927,163.9474749555281,142.85999999999999,121.77252504447188
431,129.10151457029542,192.71024269302566,153.35999999999999,114.00975730697431
432,140.78121165623634,238.9119455526365,172.94,106.9680544473635
433,158.62496932498908,237.2231033676696,177.47999999999996,117.73689663233031
434,230.0,242.91496357374936,173.93999999999997,104.96503642625058
435,208.98,248.03377562083423,164.87999999999997,81.7262243791657
436,190.584,241.94752784145294,145.97999999999996,50.012472158546984
437,171.0672,172.1398227471253,117.97999999999998,63.82017725287465
438,154.85376000000002,134.40980424828092,101.45999999999997,68.51019575171901
439,140.363008,121.93662033634199,90.15999999999997,58.38337966365795
440,125.9704064,104.06064238724218,85.37999999999997,66.69935761275775
441,114.45632512,115.1859842892539,88.57999999999997,61.974015710746045
442,68.4,130.23094435477356,94.27999999999997,58.329055645226376
443,78.42,144.38313609022003,103.11999999999998,61.85686390977993
444,88.056,136.34977243060706,113.28,90.21022756939296
445,95.7648,133.470026256539,120.13999999999999,106.80997374346097
446,102.09183999999999,145.05448306224784,127.03999999999999,109.02551693775214
447,110.37347199999999,159.72193414759406,134.17999999999998,108.63806585240589
448,119.1387776,162.00290305589348,137.19999999999996,112.39709694410644
449,126.15102207999999,158.23084331872136,140.73999999999995,123.24915668127855
450,154.2,157.98756842053356,140.85999999999996,123.73243157946634
451,148.95999999999998,156.58746705368284,139.03999999999994,121.49253294631703
452,144.76799999999997,148.2733313621163,136.99999999999994,125.72666863788359
