,Date,SAR,AF
65,7-Apr-12,4.7,0.02
66,8-Apr-12,4.7,0.02
67,9-Apr-12,4.7,0.02
68,10-Apr-12,4.7,0.02
69,11-Apr-12,4.7,0.02
70,12-Apr-12,4.7,0.02
71,13-Apr-12,4.7,0.02
72,14-Apr-12,4.7,0.02
73,15-Apr-12,4.7,0.02
74,16-Apr-12,4.7,0.02
75,17-Apr-12,4.7,0.02
76,18-Apr-12,4.7,0.02
77,19-Apr-12,4.7,0.02
78,20-Apr-12,4.7,0.02
79,21-Apr-12,4.7,0.02
80,22-Apr-12,4.7,0.02
81,23-Apr-12,4.7,0.02
82,24-Apr-12,4.7,0.02
83,25-Apr-12,4.7,0.02
84,26-Apr-12,4.7,0.02
85,27-Apr-12,4.7,0.02
86,28-Apr-12,4.7,0.02
87,29-Apr-12,4.7,0.02
88,30-Apr-12,4.7,0.02
89,1-May-12,4.7,0.02
90,2-May-12,4.7,0.02
91,3-May-12,4.7,0.02
92,4-May-12,4.7,0.02
93,5-May-12,4.7,0.02
94,6-May-12,4.7,0.02
95,7-May-12,4.7,0.02
96,8-May-12,4.7,0.02
97,9-May-12,4.7,0.02
98,10-May-12,4.7,0.02
99,11-May-12,4.7,0.02
100,12-May-12,,
101,13-May-12,,
102,14-May-12,,
103,15-May-12,5.0,0.02
104,16-May-12,5.0,0.04
105,17-May-12,5.004,0.04
106,18-May-12,5.00784,0.04
107,19-May-12,5.0115264,0.04
108,20-May-12,5.015065344,0.04
109,21-May-12,5.01846273024,0.04
110,22-May-12,5.021724221030399,0.04
111,23-May-12,5.024855252189183,0.04
112,24-May-12,5.027861042101615,0.04
113,25-May-12,5.030746600417551,0.06
114,26-May-12,5.040901804392498,0.06
115,27-May-12,,
116,28-May-12,,
117,29-May-12,,
118,30-May-12,,
119,31-May-12,,
120,1-Jun-12,,
121,2-Jun-12,5.3,0.02
122,3-Jun-12,5.3,0.02
123,4-Jun-12,5.3,0.02
124,5-Jun-12,5.3,0.04
125,6-Jun-12,5.304,0.06
126,7-Jun-12,5.31576,0.08
127,8-Jun-12,5.3384992,0.08
128,9-Jun-12,5.3594192640000005,0.08
129,10-Jun-12,5.37866572288,0.08
130,11-Jun-12,5.3963724650496,0.08
131,12-Jun-12,5.412662667845632,0.1
132,13-Jun-12,5.441396401061069,0.12000000000000001
133,14-Jun-12,5.4964288329337405,0.12000000000000001
134,15-Jun-12,5.544857372981692,0.14
135,16-Jun-12,5.678577340764255,0.14
136,17-Jun-12,,
137,18-Jun-12,,
138,19-Jun-12,,
139,20-Jun-12,,
140,21-Jun-12,,
141,22-Jun-12,6.6,0.02
142,23-Jun-12,6.601999999999999,0.02
143,24-Jun-12,6.60396,0.02
144,25-Jun-12,6.6058807999999996,0.02
145,26-Jun-12,6.6077631839999995,0.02
146,27-Jun-12,6.609607920319999,0.02
147,28-Jun-12,6.611415761913599,0.02
148,29-Jun-12,,
149,30-Jun-12,,
150,1-Jul-12,,
151,2-Jul-12,6.8,0.02
152,3-Jul-12,,
153,4-Jul-12,,
154,5-Jul-12,,
155,6-Jul-12,6.7,0.02
156,7-Jul-12,6.7,0.04
157,8-Jul-12,6.704,0.04
158,9-Jul-12,6.70784,0.06
159,10-Jul-12,6.7253696,0.08
160,11-Jul-12,6.7633400319999994,0.08
161,12-Jul-12,6.798272829439999,0.1
162,13-Jul-12,6.898445546495999,0.1
163,14-Jul-12,,
164,15-Jul-12,,
165,16-Jul-12,,
166,17-Jul-12,,
167,18-Jul-12,,
168,19-Jul-12,8.9,0.02
169,20-Jul-12,,
170,21-Jul-12,,
171,22-Jul-12,,
172,23-Jul-12,,
173,24-Jul-12,,
174,25-Jul-12,8.8,0.02
175,26-Jul-12,8.8,0.04
176,27-Jul-12,8.804,0.04
177,28-Jul-12,8.80784,0.04
178,29-Jul-12,8.8115264,0.04
179,30-Jul-12,8.815065344,0.06
180,31-Jul-12,8.83216142336,0.08
181,1-Aug-12,8.8775885094912,0.1
182,2-Aug-12,8.94982965854208,0.12000000000000001
183,3-Aug-12,9.13585009951703,0.14
184,4-Aug-12,9.396831085584646,0.14
185,5-Aug-12,9.621274733602796,0.14
186,6-Aug-12,9.814296270898405,0.14
187,7-Aug-12,9.980294792972629,0.16
188,8-Aug-12,10.159447626097007,0.16
189,9-Aug-12,10.309936005921486,0.16
190,10-Aug-12,10.436346244974049,0.18
191,11-Aug-12,10.60980392087872,0.18
192,12-Aug-12,10.770039215120551,0.18
193,13-Aug-12,10.919432156398852,0.18
194,14-Aug-12,11.113934368247058,0.18
195,15-Aug-12,11.309426181962587,0.18
196,16-Aug-12,11.667729469209322,0.18
197,17-Aug-12,11.997538164751644,0.18
198,18-Aug-12,,
199,19-Aug-12,,
200,20-Aug-12,,
201,21-Aug-12,9.9,0.02
202,22-Aug-12,9.862,0.02
203,23-Aug-12,9.82476,0.02
204,24-Aug-12,9.7882648,0.02
205,25-Aug-12,,
206,26-Aug-12,,
207,27-Aug-12,,
208,28-Aug-12,10.9,0.02
209,29-Aug-12,10.9,0.02
210,30-Aug-12,10.9,0.02
211,31-Aug-12,10.9,0.02
212,1-Sep-12,10.9,0.02
213,2-Sep-12,10.9,0.02
214,3-Sep-12,10.9,0.02
215,4-Sep-12,,
216,5-Sep-12,,
217,6-Sep-12,,
218,7-Sep-12,,
219,8-Sep-12,,
220,9-Sep-12,,
221,10-Sep-12,,
222,11-Sep-12,11.3,0.02
223,12-Sep-12,11.294,0.02
224,13-Sep-12,11.288120000000001,0.02
225,14-Sep-12,11.282357600000001,0.02
226,15-Sep-12,11.276710448000001,0.02
227,16-Sep-12,11.27117623904,0.02
228,17-Sep-12,11.2657527142592,0.02
229,18-Sep-12,11.260437659974016,0.02
230,19-Sep-12,11.255228906774535,0.02
231,20-Sep-12,,
232,21-Sep-12,,
233,22-Sep-12,,
234,23-Sep-12,,
235,24-Sep-12,,
236,25-Sep-12,12.2,0.02
237,26-Sep-12,12.197999999999999,0.02
238,27-Sep-12,12.196039999999998,0.02
239,28-Sep-12,12.194119199999998,0.02
240,29-Sep-12,12.192236815999998,0.02
241,30-Sep-12,12.190392079679997,0.02
242,1-Oct-12,12.188584238086397,0.02
243,2-Oct-12,12.18681255332467,0.02
244,3-Oct-12,12.185076302258176,0.02
245,4-Oct-12,12.183374776213013,0.02
246,5-Oct-12,12.181707280688752,0.02
247,6-Oct-12,12.180073135074977,0.02
248,7-Oct-12,12.178471672373478,0.04
249,8-Oct-12,12.16333280547854,0.04
250,9-Oct-12,12.148799493259398,0.04
251,10-Oct-12,12.134847513529023,0.04
252,11-Oct-12,12.121453612987862,0.04
253,12-Oct-12,12.108595468468348,0.04
254,13-Oct-12,12.096251649729615,0.04
255,14-Oct-12,12.08440158374043,0.06
256,15-Oct-12,12.061337488716005,0.06
257,16-Oct-12,12.039657239393044,0.06
258,17-Oct-12,12.01927780502946,0.06
259,18-Oct-12,12.000121136727692,0.06
260,19-Oct-12,11.982113868524031,0.06
261,20-Oct-12,11.965187036412589,0.06
262,21-Oct-12,11.949275814227834,0.08
263,22-Oct-12,11.921333749089607,0.08
264,23-Oct-12,11.895627049162439,0.08
265,24-Oct-12,11.871976885229444,0.08
266,25-Oct-12,11.850218734411088,0.1
267,26-Oct-12,11.75519686096998,0.12000000000000001
268,27-Oct-12,11.568573237653581,0.12000000000000001
269,28-Oct-12,11.40434444913515,0.12000000000000001
270,29-Oct-12,11.259823115238932,0.12000000000000001
271,30-Oct-12,11.132644341410261,0.12000000000000001
272,31-Oct-12,11.02072702044103,0.12000000000000001
273,1-Nov-12,,
274,2-Nov-12,,
275,3-Nov-12,,
276,4-Nov-12,10.8,0.02
277,5-Nov-12,10.8,0.02
278,6-Nov-12,10.8,0.04
279,7-Nov-12,10.804,0.04
280,8-Nov-12,10.80784,0.04
281,9-Nov-12,10.8115264,0.04
282,10-Nov-12,10.815065344,0.04
283,11-Nov-12,10.81846273024,0.04
284,12-Nov-12,10.8217242210304,0.06
285,13-Nov-12,,
286,14-Nov-12,,
287,15-Nov-12,,
288,16-Nov-12,11.8,0.02
289,17-Nov-12,11.782,0.02
290,18-Nov-12,11.76436,0.02
291,19-Nov-12,11.7470728,0.02
292,20-Nov-12,,
293,21-Nov-12,,
294,22-Nov-12,,
295,23-Nov-12,12.3,0.02
296,24-Nov-12,,
297,25-Nov-12,,
298,26-Nov-12,,
299,27-Nov-12,,
300,28-Nov-12,,
301,29-Nov-12,12.4,0.02
302,30-Nov-12,12.4,0.04
303,1-Dec-12,12.408,0.04
304,2-Dec-12,12.41568,0.04
305,3-Dec-12,12.4230528,0.06
306,4-Dec-12,12.439669632000001,0.08
307,5-Dec-12,12.516496061440002,0.08
308,6-Dec-12,12.587176376524802,0.08
309,7-Dec-12,12.652202266402817,0.1
310,8-Dec-12,12.736982039762536,0.1
311,9-Dec-12,,
312,10-Dec-12,,
313,11-Dec-12,,
314,12-Dec-12,13.7,0.02
315,13-Dec-12,13.693999999999999,0.02
316,14-Dec-12,13.68812,0.02
317,15-Dec-12,13.6823576,0.02
318,16-Dec-12,13.676710448,0.04
319,17-Dec-12,13.66164203008,0.04
320,18-Dec-12,13.6471763488768,0.04
321,19-Dec-12,13.633289294921727,0.04
322,20-Dec-12,,
323,21-Dec-12,,
324,22-Dec-12,,
325,23-Dec-12,13.3,0.02
326,24-Dec-12,13.304,0.02
327,25-Dec-12,13.307920000000001,0.02
328,26-Dec-12,13.3117616,0.02
329,27-Dec-12,,
330,28-Dec-12,,
331,29-Dec-12,,
332,30-Dec-12,13.4,0.02
333,31-Dec-12,13.4,0.02
334,1-Jan-13,,
335,2-Jan-13,,
336,3-Jan-13,,
337,4-Jan-13,13.5,0.02
338,5-Jan-13,13.5,0.02
339,6-Jan-13,,
340,7-Jan-13,,
341,8-Jan-13,,
342,9-Jan-13,,
343,10-Jan-13,,
344,11-Jan-13,14.1,0.02
345,12-Jan-13,14.1,0.04
346,13-Jan-13,14.104,0.04
347,14-Jan-13,,
348,15-Jan-13,,
349,16-Jan-13,,
