,Date,High,Low,Price,SAR,Upper Band,Middle Band,Lower Band
1917,24-May-17,2443.8,2247.7,2394.8,1979.2,2440.475808,2163.7,1886.924192
1918,25-May-17,2689,2142.1,2252,2060,2463.450784,2202.16,1940.869216
1919,26-May-17,2477,2008.7,2127.3,2689,2439.229264,2221.78,2004.330736
1920,27-May-17,2207.9,1810,1972.3,2689,2482.280124,2199.14,1915.999876
1921,28-May-17,2193,1955.5,2056.6,2513.2,2458.036218,2160.6,1863.163782
1922,29-May-17,2249.8,1990.1,2207.4,2372.56,2324.916388,2123.12,1921.323612
1923,30-May-17,2263.1,2080.4,2146.7,1810,2263.62874,2102.06,1940.49126
1924,31-May-17,2240.1,2002.1,2191.8,1900.62,2292.080822,2114.96,1937.839178
1925,1-Jun-17,2366.7,2187.4,2311.6,1973.116,2348.965112,2182.82,2016.674888
1926,2-Jun-17,2407.8,2271.9,2405.9,2002.1,2440.160875,2252.68,2065.199125
1927,3-Jun-17,2481,2348,2461,2083.24,2544.100145,2303.4,2062.699855
1928,4-Jun-17,2498,2376.4,2488.2,2162.792,2588.388532,2371.7,2155.011468
1929,5-Jun-17,2637.5,2480,2636.2,2229.8336,2673.728527,2460.58,2247.431473
1930,6-Jun-17,2896.5,2620,2843.6,2311.36688,2882.82154,2566.98,2251.13846
1931,7-Jun-17,2850,2600.2,2642.6,2428.393504,2887.466244,2614.32,2341.173756
1932,8-Jun-17,2789.3,2570.1,2782.1,2522.014803,2927.189395,2678.54,2429.890605
1933,9-Jun-17,2849.8,2769.6,2809,2570.1,2915.884572,2742.7,2569.515428
1934,10-Jun-17,2890.5,2750.8,2806,2570.1,2916.343505,2776.66,2636.976495
1935,11-Jun-17,3000,2793.8,2936.3,2635.38,2982.121716,2795.2,2608.278284
1936,12-Jun-17,2961.9,2298.2,2571.8,3000,3016.484995,2781.04,2545.595005
1937,13-Jun-17,2730,2532.6,2676.4,3000,3009.710872,2759.9,2510.089128
1938,14-Jun-17,2720,2284.4,2395,2961.9,3050.697473,2677.1,2303.502527
1939,15-Jun-17,2455,2050,2377.4,2826.4,3002.168635,2591.38,2180.591365
1940,16-Jun-17,2480,2261.2,2437,2720,2721.193521,2491.52,2261.846479
1941,17-Jun-17,2636.9,2368.7,2610,2050,2741.214857,2499.16,2257.105143
1942,18-Jun-17,2635,2421,2491.5,2167.38,2629.620134,2462.18,2294.739866
1943,19-Jun-17,2592.7,2481.4,2580.8,2261.284,2673.002827,2499.34,2325.677173
1944,20-Jun-17,2779.6,2568.2,2712.2,2336.4072,2757.549115,2566.3,2375.050885
1945,21-Jun-17,2760,2573.3,2621.2,2425.04576,2745.210045,2603.14,2461.069955
1946,22-Jun-17,2709,2554.8,2672.8,2495.956608,2768.66159,2615.7,2462.73841
1947,23-Jun-17,2725.3,2652.8,2674.9,2552.685286,2744.460174,2652.38,2560.299826
1948,24-Jun-17,2700,2454.1,2502.6,2779.6,2782.851607,2636.74,2490.628393
1949,25-Jun-17,2595,2369.1,2477.7,2725.3,2757.857171,2589.84,2421.822829
1950,26-Jun-17,2510.4,2258.7,2394.6,2700,2767.505036,2544.52,2321.534964
1951,27-Jun-17,2524,2208.1,2521.2,2611.74,2696.725527,2514.2,2331.674473
1952,28-Jun-17,2561.1,2403.2,2518.2,2208.1,2576.347933,2482.86,2389.372067
1953,29-Jun-17,2537,2424.1,2470.1,2208.1,2567.954288,2476.36,2384.765712
1954,30-Jun-17,2511.1,2406.6,2420.7,2278.7,2566.678561,2464.96,2363.241439
1955,1-Jul-17,2440.9,2291,2349.5,2561.1,2585.267528,2455.94,2326.612472
1956,2-Jul-17,2470,2302,2445,2511.1,2552.437335,2440.7,2328.962665
1957,3-Jul-17,2584,2416.2,2524,2291,2556.864181,2441.86,2326.855819
1958,4-Jul-17,2628,2512.4,2582.6,2302,2626.868959,2464.36,2301.851041
1959,5-Jul-17,2617.6,2482.5,2598.5,2367.2,2684.909141,2499.92,2314.930859
1960,6-Jul-17,2603.3,2546,2593.1,2419.36,2665.136771,2548.64,2432.143229
1961,7-Jul-17,2598,2447,2479.3,2628,2648.433783,2555.5,2462.566217
1962,8-Jul-17,2542.6,2436.8,2542,2603.3,2648.188989,2559.1,2470.011011
1963,9-Jul-17,2555.6,2473.7,2478,2598,2643.090583,2538.18,2433.269417
1964,10-Jul-17,2498.1,2240,2318.3,2565.76,2667.102898,2482.14,2297.177102
1965,11-Jul-17,2372.8,2183.3,2282.1,2555.6,2622.175055,2419.94,2217.704945
1966,12-Jul-17,2394,2195.8,2374.4,2498.1,2593.840993,2398.96,2204.079007
1967,13-Jul-17,2400,2293.8,2329,2435.14,2491.514466,2356.36,2221.205534
1968,14-Jul-17,2345.6,2138,2205.1,2400,2414.994232,2301.78,2188.565768
1969,15-Jul-17,2210.1,1975.7,1978.6,2400,2512.572864,2233.84,1955.107136
1970,16-Jul-17,2048.8,1835.8,1924.9,2345.6,2525.40032,2162.4,1799.39968
1971,17-Jul-17,2223.3,1924.1,2219,2243.64,2438.74969,2131.32,1823.89031
1972,18-Jul-17,2380.2,2139.8,2302.1,1835.8,2419.994379,2125.94,1831.885621
1973,19-Jul-17,2399.9,2214.2,2253.1,1924.1,2442.170112,2135.54,1828.909888
1974,20-Jul-17,2919.9,2253.3,2856.3,2019.26,2916.60185,2311.08,1705.55815
1975,21-Jul-17,2874.5,2615,2664,2199.388,2968.397525,2458.9,1949.402475
1976,22-Jul-17,2912.9,2642.8,2845.7,2253.3,3104.237163,2584.24,2064.242837
1977,23-Jul-17,2875.7,2656.2,2747.5,2386.62,3116.373882,2673.32,2230.266118
1978,24-Jul-17,2812,2707.3,2769.7,2493.276,2917.210472,2776.64,2636.069528
1979,25-Jul-17,2790.1,2435.7,2560.9,2919.9,2912.384787,2717.56,2522.735213
1980,26-Jul-17,2612,2404.6,2525.7,2823.06,2938.9977,2689.9,2440.8023
1981,27-Jul-17,2682.2,2511,2664.9,2790.1,2848.420686,2653.74,2459.059314
1982,28-Jul-17,2819.9,2655.5,2784.8,2404.6,2871.881257,2661.2,2450.518743
1983,29-Jul-17,2794.2,2662.6,2714.1,2487.66,2841.686113,2650.08,2458.473887
1984,30-Jul-17,2756.2,2595,2749,2554.108,2868.026149,2687.7,2507.373851
1985,31-Jul-17,2883.5,2694.8,2856,2595,2883.091116,2753.76,2624.428884
1986,1-Aug-17,2901.6,2615.8,2731.2,2595,2867.585951,2767.02,2666.454049
1987,2-Aug-17,2757.8,2640,2702,2615.8,2860.667775,2750.46,2640.252225
1988,3-Aug-17,2813,2698,2790.3,2615.8,2872.605865,2765.7,2658.794135
1989,4-Aug-17,2874.8,2762.6,2860,2640,2915.760799,2787.9,2660.039201
1990,5-Aug-17,3331.9,2855,3256.4,2692.32,3271.193182,2867.98,2464.766818
1991,6-Aug-17,3309.8,3156,3227.9,2762.6,3427.509133,2967.32,2507.130867
1992,7-Aug-17,3440,3190,3396.7,2855,3581.375491,3106.26,2631.144509
1993,8-Aug-17,3482.9,3343.8,3415,2972,3630.807868,3231.2,2831.592132
1994,9-Aug-17,3424.4,3236.8,3339.9,3074.18,3475.702074,3327.18,3178.657926
1995,10-Aug-17,3444.4,3310,3407.9,3155.924,3497.448476,3357.48,3217.511524
1996,11-Aug-17,3690.6,3380,3644.1,3221.3192,3650.871427,3440.72,3230.568573
1997,12-Aug-17,3965.4,3590,3865.5,3310,3924.095326,3534.48,3144.864674
1998,13-Aug-17,4183.7,3836.1,4053.3,3380,4201.14907,3662.14,3123.13093
1999,14-Aug-17,4330.3,3969.3,4319.5,3540.74,4490.21428,3858.06,3225.90572
2000,15-Aug-17,4430,3841.9,4151.9,3698.652,4473.777134,4006.86,3539.942866
2001,16-Aug-17,4364,3928.1,4330,3841.9,4491.887544,4144.04,3796.192456
