,Date,High,Low,Price,SAR,Upper Band,Middle Band,Lower Band
0,2-Feb-12,6.1,6.1,6.1,,,,
1,3-Feb-12,6,6,6,6.1,,,
2,4-Feb-12,5.9,5.9,5.9,6.08,,,
3,5-Feb-12,5.7,5.7,5.7,6.044,,,
4,6-Feb-12,5.4,5.4,5.4,5.9752,6.316386946,5.82,5.323613054
5,7-Feb-12,5.7,5.7,5.7,5.86016,6.151825206,5.74,5.328174794
6,8-Feb-12,5.6,5.6,5.6,5.768128,5.984961536,5.66,5.335038464
7,9-Feb-12,5.8,5.8,5.8,5.4,5.911293199,5.64,5.368706801
8,10-Feb-12,5.9,5.9,5.9,5.48,6.024093011,5.68,5.335906989
9,11-Feb-12,5.6,5.6,5.6,5.564,5.953238076,5.72,5.486761924
10,12-Feb-12,5.5,5.5,5.5,5.9,5.973938769,5.68,5.386061231
11,13-Feb-12,5.3,5.3,5.3,5.82,6.04708313,5.62,5.19291687
12,14-Feb-12,4.5,4.5,4.5,5.716,6.30318609,5.36,4.41681391
13,15-Feb-12,4.3,4.3,4.3,5.4728,6.110327053,5.04,3.969672947
14,16-Feb-12,4.3,4.3,4.3,5.23824,5.810727898,4.78,3.749272102
15,17-Feb-12,4.4,4.4,4.4,5.050592,5.314718491,4.56,3.805281509
16,18-Feb-12,4.2,4.2,4.2,4.9004736,4.543960781,4.34,4.136039219
17,19-Feb-12,4.4,4.4,4.4,4.76037888,4.469666295,4.32,4.170333705
18,20-Feb-12,4.4,4.4,4.4,4.648303104,4.5,4.34,4.18
19,21-Feb-12,4.3,4.3,4.3,4.558642483,4.5,4.34,4.18
20,22-Feb-12,4.4,4.4,4.4,4.486913987,4.5,4.34,4.18
21,23-Feb-12,5,5,5,4.2,5.005964426,4.5,3.994035574
22,24-Feb-12,5,5,5,4.36,5.244819974,4.62,3.995180026
23,25-Feb-12,4.8,4.8,4.8,4.488,5.293295879,4.7,4.106704121
24,26-Feb-12,4.9,4.9,4.9,4.5904,5.265421149,4.82,4.374578851
25,27-Feb-12,5,5,5,4.67232,5.1,4.94,4.78
26,28-Feb-12,4.9,4.9,4.9,4.737856,5.069666295,4.92,4.770333705
27,29-Feb-12,4.9,4.9,4.9,4.7902848,5.026491106,4.9,4.773508894
28,1-Mar-12,4.9,4.9,4.9,4.83222784,5,4.92,4.84
29,2-Mar-12,4.7,4.7,4.7,5,5.075959179,4.88,4.684040821
30,3-Mar-12,4.6,4.6,4.6,4.94,5.052982213,4.8,4.547017787
31,4-Mar-12,4.8,4.8,4.8,4.872,5.013238076,4.78,4.546761924
32,5-Mar-12,5,5,5,4.6,5.082842712,4.8,4.517157288
33,6-Mar-12,5,5,5,4.68,5.14,4.82,4.5
34,7-Mar-12,4.9,4.9,4.9,4.744,5.159332591,4.86,4.560667409
35,8-Mar-12,4.9,4.9,4.9,4.7952,5.069666295,4.92,4.770333705
36,9-Mar-12,4.9,4.9,4.9,4.83616,5.03797959,4.94,4.84202041
37,10-Mar-12,4.8,4.8,4.8,5,5.026491106,4.9,4.773508894
38,11-Mar-12,4.9,4.9,4.9,4.96,4.96,4.88,4.8
39,12-Mar-12,4.9,4.9,4.9,4.928,4.96,4.88,4.8
40,13-Mar-12,5.3,5.3,5.3,4.8,5.308711915,4.96,4.611288085
41,14-Mar-12,5.4,5.4,5.4,4.9,5.543321839,5.06,4.576678161
42,15-Mar-12,5.3,5.3,5.3,5,5.590813185,5.16,4.729186815
43,16-Mar-12,5.3,5.3,5.3,5.08,5.588711915,5.24,4.891288085
44,17-Mar-12,5.2,5.2,5.2,5.144,5.426491106,5.3,5.173508894
45,18-Mar-12,5.3,5.3,5.3,5.1952,5.426491106,5.3,5.173508894
46,19-Mar-12,4.7,4.7,4.7,5.4,5.626476152,5.16,4.693523848
47,20-Mar-12,4.8,4.8,4.8,5.3,5.575363949,5.06,4.544636051
48,21-Mar-12,4.8,4.8,4.8,5.18,5.443321839,4.96,4.476678161
49,22-Mar-12,4.7,4.7,4.7,5.084,5.308998886,4.86,4.411001114
50,23-Mar-12,4.7,4.7,4.7,5.0072,4.83797959,4.74,4.64202041
51,24-Mar-12,4.7,4.7,4.7,4.94576,4.83797959,4.74,4.64202041
52,25-Mar-12,4.6,4.6,4.6,4.896608,4.826491106,4.7,4.573508894
53,26-Mar-12,4.6,4.6,4.6,4.8372864,4.75797959,4.66,4.56202041
54,27-Mar-12,4.8,4.8,4.8,4.6,4.829666295,4.68,4.530333705
55,28-Mar-12,4.8,4.8,4.8,4.6,4.878885438,4.7,4.521114562
56,29-Mar-12,4.8,4.8,4.8,4.64,4.915959179,4.72,4.524040821
57,30-Mar-12,4.9,4.9,4.9,4.672,4.975959179,4.78,4.584040821
58,31-Mar-12,4.9,4.9,4.9,4.7176,4.93797959,4.84,4.74202041
59,1-Apr-12,4.8,4.8,4.8,4.75408,4.93797959,4.84,4.74202041
60,2-Apr-12,5,5,5,4.783264,5.029666295,4.88,4.730333705
61,3-Apr-12,4.9,4.9,4.9,4.8,5.026491106,4.9,4.773508894
62,4-Apr-12,4.9,4.9,4.9,4.84,5.026491106,4.9,4.773508894
63,5-Apr-12,4.9,4.9,4.9,4.872,5.026491106,4.9,4.773508894
64,6-Apr-12,4.9,4.9,4.9,4.8976,5,4.92,4.84
65,7-Apr-12,4.7,4.7,4.7,5,5.02,4.86,4.7
66,8-Apr-12,4.8,4.8,4.8,4.94,5,4.84,4.68
67,9-Apr-12,4.9,4.9,4.9,4.7,5,4.84,4.68
68,10-Apr-12,4.8,4.8,4.8,4.74,4.969666295,4.82,4.670333705
69,11-Apr-12,4.9,4.9,4.9,4.772,4.969666295,4.82,4.670333705
70,12-Apr-12,4.9,4.9,4.9,4.7976,4.95797959,4.86,4.76202041
71,13-Apr-12,4.9,4.9,4.9,4.81808,4.96,4.88,4.8
72,14-Apr-12,5,5,5,4.834464,5.026491106,4.9,4.773508894
73,15-Apr-12,5,5,5,4.8675712,5.03797959,4.94,4.84202041
74,16-Apr-12,4.9,4.9,4.9,4.89405696,5.03797959,4.94,4.84202041
75,17-Apr-12,5,5,5,4.9,5.05797959,4.96,4.86202041
76,18-Apr-12,5.1,5.1,5.1,4.9,5.126491106,5,4.873508894
77,19-Apr-12,5.1,5.1,5.1,4.94,5.169666295,5.02,4.870333705
78,20-Apr-12,5.3,5.3,5.3,4.972,5.345329983,5.08,4.814670017
79,21-Apr-12,5.3,5.3,5.3,5.0376,5.4,5.16,4.92
80,22-Apr-12,5.2,5.2,5.2,5.09008,5.378885438,5.2,5.021114562
81,23-Apr-12,5,5,5,5.3,5.413238076,5.18,4.946761924
82,24-Apr-12,5.1,5.1,5.1,5.24,5.413238076,5.18,4.946761924
83,25-Apr-12,5.1,5.1,5.1,5.192,5.343960781,5.14,4.936039219
84,26-Apr-12,5.1,5.1,5.1,5.1536,5.226491106,5.1,4.973508894
85,27-Apr-12,5.1,5.1,5.1,5.12288,5.16,5.08,5
86,28-Apr-12,5,5,5,5.1,5.16,5.08,5
87,29-Apr-12,4.9,4.9,4.9,5.1,5.2,5.04,4.88
88,30-Apr-12,4.9,4.9,4.9,5.06,5.178885438,5,4.821114562
89,1-May-12,5,5,5,5.028,5.129666295,4.98,4.830333705
90,2-May-12,5.1,5.1,5.1,4.9,5.129666295,4.98,4.830333705
91,3-May-12,5.1,5.1,5.1,4.94,5.178885438,5,4.821114562
92,4-May-12,5.1,5.1,5.1,4.972,5.2,5.04,4.88
93,5-May-12,5.1,5.1,5.1,4.9976,5.16,5.08,5
94,6-May-12,5.1,5.1,5.1,5.01808,5.1,5.1,5.1
95,7-May-12,5.1,5.1,5.1,5.034464,5.1,5.1,5.1
96,8-May-12,5.1,5.1,5.1,5.0475712,5.1,5.1,5.1
97,9-May-12,5,5,5,5.1,5.16,5.08,5
98,10-May-12,4.8,4.8,4.8,5.1,5.253238076,5.02,4.786761924
99,11-May-12,5,5,5,5.04,5.219089023,5,4.780910977
100,12-May-12,4.9,4.9,4.9,5,5.163960781,4.96,4.756039219
101,13-May-12,4.9,4.9,4.9,5,5.069666295,4.92,4.770333705
102,14-May-12,5,5,5,4.8,5.069666295,4.92,4.770333705
103,15-May-12,5,5,5,4.84,5.05797959,4.96,4.86202041
104,16-May-12,5.1,5.1,5.1,4.872,5.129666295,4.98,4.830333705
105,17-May-12,5.1,5.1,5.1,4.9176,5.169666295,5.02,4.870333705
106,18-May-12,5.1,5.1,5.1,4.95408,5.15797959,5.06,4.96202041
107,19-May-12,5.1,5.1,5.1,4.983264,5.16,5.08,5
108,20-May-12,5.1,5.1,5.1,5.0066112,5.1,5.1,5.1
109,21-May-12,5.1,5.1,5.1,5.02528896,5.1,5.1,5.1
110,22-May-12,5.1,5.1,5.1,5.040231168,5.1,5.1,5.1
111,23-May-12,5.1,5.1,5.1,5.052184934,5.1,5.1,5.1
112,24-May-12,5.1,5.1,5.1,5.061747948,5.1,5.1,5.1
113,25-May-12,5.2,5.2,5.2,5.069398358,5.2,5.12,5.04
114,26-May-12,5.1,5.1,5.1,5.095518686,5.2,5.12,5.04
115,27-May-12,5.1,5.1,5.1,5.2,5.2,5.12,5.04
116,28-May-12,5.1,5.1,5.1,5.18,5.2,5.12,5.04
117,29-May-12,5.2,5.2,5.2,5.1,5.23797959,5.14,5.04202041
118,30-May-12,5.1,5.1,5.1,5.2,5.2,5.12,5.04
119,31-May-12,5.2,5.2,5.2,5.1,5.23797959,5.14,5.04202041
120,1-Jun-12,5.3,5.3,5.3,5.1,5.329666295,5.18,5.030333705
121,2-Jun-12,5.3,5.3,5.3,5.14,5.369666295,5.22,5.070333705
122,3-Jun-12,5.2,5.2,5.2,5.172,5.369666295,5.22,5.070333705
123,4-Jun-12,5.3,5.3,5.3,5.1976,5.35797959,5.26,5.16202041
124,5-Jun-12,5.4,5.4,5.4,5.2,5.426491106,5.3,5.173508894
125,6-Jun-12,5.5,5.5,5.5,5.24,5.543960781,5.34,5.136039219
126,7-Jun-12,5.6,5.6,5.6,5.292,5.682842712,5.4,5.117157288
127,8-Jun-12,5.6,5.6,5.6,5.3536,5.713238076,5.48,5.246761924
128,9-Jun-12,5.6,5.6,5.6,5.40288,5.7,5.54,5.38
129,10-Jun-12,5.5,5.5,5.5,5.442304,5.65797959,5.56,5.46202041
130,11-Jun-12,5.6,5.6,5.6,5.4738432,5.66,5.58,5.5
131,12-Jun-12,5.7,5.7,5.7,5.49907456,5.726491106,5.6,5.473508894
132,13-Jun-12,5.9,5.9,5.9,5.539259648,5.931293199,5.66,5.388706801
133,14-Jun-12,5.9,5.9,5.9,5.611407718,6.04,5.72,5.4
134,15-Jun-12,6.5,6.5,6.5,5.669126175,6.544819974,5.92,5.295180026
135,16-Jun-12,6.4,6.4,6.4,5.83530094,6.704819974,6.08,5.455180026
136,17-Jun-12,6.2,6.2,6.2,5.968240752,6.676386946,6.18,5.683613054
137,18-Jun-12,6.3,6.3,6.3,6.074592601,6.671825206,6.26,5.848174794
138,19-Jun-12,6.5,6.5,6.5,6.159674081,6.613238076,6.38,6.146761924
139,20-Jun-12,6.7,6.7,6.7,6.227739265,6.764093011,6.42,6.075906989
140,21-Jun-12,6.7,6.7,6.7,6.322191412,6.887921561,6.48,6.072078439
141,22-Jun-12,6.6,6.6,6.6,6.39775313,6.859332591,6.56,6.260667409
142,23-Jun-12,6.4,6.4,6.4,6.7,6.813238076,6.58,6.346761924
143,24-Jun-12,6.3,6.3,6.3,6.64,6.864961536,6.54,6.215038464
144,25-Jun-12,6.3,6.3,6.3,6.572,6.784961536,6.46,6.135038464
145,26-Jun-12,6.4,6.4,6.4,6.5176,6.619089023,6.4,6.180910977
146,27-Jun-12,6.7,6.7,6.7,6.3,6.713938769,6.42,6.126061231
147,28-Jun-12,6.6,6.6,6.6,6.38,6.784961536,6.46,6.135038464
148,29-Jun-12,6.7,6.7,6.7,6.444,6.864961536,6.54,6.215038464
149,30-Jun-12,6.7,6.7,6.7,6.4952,6.853238076,6.62,6.386761924
150,1-Jul-12,6.6,6.6,6.6,6.53616,6.75797959,6.66,6.56202041
151,2-Jul-12,6.8,6.8,6.8,6.568928,6.829666295,6.68,6.530333705
152,3-Jul-12,6.4,6.4,6.4,6.8,6.911293199,6.64,6.368706801
153,4-Jul-12,6.5,6.5,6.5,6.8,6.882842712,6.6,6.317157288
154,5-Jul-12,6.7,6.7,6.7,6.72,6.882842712,6.6,6.317157288
155,6-Jul-12,6.7,6.7,6.7,6.4,6.913938769,6.62,6.326061231
156,7-Jul-12,6.8,6.8,6.8,6.46,6.913938769,6.62,6.326061231
157,8-Jul-12,6.8,6.8,6.8,6.528,6.919089023,6.7,6.480910977
158,9-Jul-12,7,7,7,6.5824,7.019089023,6.8,6.580910977
159,10-Jul-12,7.2,7.2,7.2,6.66592,7.257770876,6.9,6.542229124
160,11-Jul-12,7.2,7.2,7.2,6.772736,7.357770876,7,6.642229124
161,12-Jul-12,7.8,7.8,7.8,6.8581888,7.869328021,7.2,6.530671979
162,13-Jul-12,7.7,7.7,7.7,7.04655104,8.004819974,7.38,6.755180026
163,14-Jul-12,7.5,7.5,7.5,7.197240832,7.976386946,7.48,6.983613054
164,15-Jul-12,7.6,7.6,7.6,7.317792666,7.971825206,7.56,7.148174794
165,16-Jul-12,8.5,8.5,8.5,7.414234132,8.528801806,7.82,7.111198194
166,17-Jul-12,8.8,8.8,8.8,7.6,9.07375519,8.02,6.96624481
167,18-Jul-12,9.1,9.1,9.1,7.84,9.583744523,8.3,7.016255477
168,19-Jul-12,8.9,8.9,8.9,8.092,9.63375519,8.58,7.52624481
169,20-Jul-12,8.5,8.5,8.5,8.2936,9.226476152,8.76,8.293523848
170,21-Jul-12,8.9,8.9,8.9,8.45488,9.231918359,8.84,8.448081641
171,22-Jul-12,8.4,8.4,8.4,9.1,9.290659966,8.76,8.229340034
172,23-Jul-12,8.4,8.4,8.4,8.96,9.083033476,8.62,8.156966524
173,24-Jul-12,8.6,8.6,8.6,8.848,8.93094474,8.56,8.18905526
174,25-Jul-12,8.8,8.8,8.8,8.4,9.027921561,8.62,8.212078439
175,26-Jul-12,8.9,8.9,8.9,8.48,9.027921561,8.62,8.212078439
176,27-Jul-12,8.9,8.9,8.9,8.564,9.107814389,8.72,8.332185611
177,28-Jul-12,8.9,8.9,8.9,8.6312,9.053238076,8.82,8.586761924
178,29-Jul-12,8.7,8.7,8.7,8.68496,9,8.84,8.68
179,30-Jul-12,9.1,9.1,9.1,8.7,9.152982213,8.9,8.647017787
180,31-Jul-12,9.4,9.4,9.4,8.7,9.473286383,9,8.526713617
181,1-Aug-12,9.6,9.6,9.6,8.84,9.792380257,9.14,8.487619743
182,2-Aug-12,10.5,10.5,10.5,8.992,10.66399336,9.46,8.256006645
183,3-Aug-12,11,11,11,9.2936,11.34772546,9.92,8.492274536
184,4-Aug-12,11,11,11,9.63488,11.66235091,10.3,8.937649091
185,5-Aug-12,10.9,10.9,10.9,9.907904,11.66583301,10.6,9.534166992
186,6-Aug-12,10.9,10.9,10.9,10.1263232,11.23094474,10.86,10.48905526
187,7-Aug-12,11.1,11.1,11.1,10.30105856,11.1296663,10.98,10.8303337
188,8-Aug-12,11.1,11.1,11.1,10.46084685,11.17888544,11,10.82111456
189,9-Aug-12,11.1,11.1,11.1,10.58867748,11.21595918,11.02,10.82404082
190,10-Aug-12,11.4,11.4,11.4,10.69094198,11.44,11.12,10.8
191,11-Aug-12,11.5,11.5,11.5,10.83275359,11.58871192,11.24,10.89128808
192,12-Aug-12,11.6,11.6,11.6,10.96620287,11.75182521,11.34,10.92817479
193,13-Aug-12,12,12,12,11.0929623,12.10514955,11.52,10.93485045
194,14-Aug-12,12.2,12.2,12.2,11.27436984,12.35449166,11.74,11.12550834
195,15-Aug-12,13.3,13.3,13.3,11.45949587,13.40623482,12.12,10.83376518
196,16-Aug-12,13.5,13.5,13.5,11.8275967,14.01345238,12.52,11.02654762
197,17-Aug-12,11.6,11.6,11.6,13.5,14.01345238,12.52,11.02654762
198,18-Aug-12,11.6,11.6,11.6,13.5,14.07266653,12.44,10.80733347
199,19-Aug-12,8,8,8,13.12,15.54563049,11.6,7.654369505
200,20-Aug-12,10.1,10.1,10.1,12.096,14.62300423,10.96,7.296995768
201,21-Aug-12,9.9,9.9,9.9,11.2768,12.90112758,10.24,7.578872419
202,22-Aug-12,9.8,9.8,9.8,10.62144,12.16875512,9.88,7.59124488
203,23-Aug-12,10.1,10.1,10.1,8,11.17699718,9.58,7.983002818
204,24-Aug-12,10.6,10.6,10.6,8.42,10.65136195,10.1,9.54863805
205,25-Aug-12,10.5,10.5,10.5,8.856,10.8174951,10.18,9.542504902
206,26-Aug-12,10.6,10.6,10.6,9.2048,10.9574951,10.32,9.682504902
207,27-Aug-12,10.9,10.9,10.9,9.48384,11.05536395,10.54,10.02463605
208,28-Aug-12,10.9,10.9,10.9,9.767072,11.03466401,10.7,10.36533599
209,29-Aug-12,10.9,10.9,10.9,9.9936576,11.10871192,10.76,10.41128808
210,30-Aug-12,10.8,10.8,10.8,10.17492608,11.05323808,10.82,10.58676192
211,31-Aug-12,10.2,10.2,10.2,10.9,11.28552727,10.74,10.19447273
212,1-Sep-12,10,10,10,10.8,11.32524506,10.56,9.794754941
213,2-Sep-12,10.2,10.2,10.2,10.64,11.14,10.42,9.7
214,3-Sep-12,10.5,10.5,10.5,10.512,10.9,10.34,9.78
215,4-Sep-12,10.4,10.4,10.4,10.5,10.60871192,10.26,9.911288085
216,5-Sep-12,11,11,11,10,11.09409198,10.42,9.745908018
217,6-Sep-12,11.2,11.2,11.2,10.2,11.41471849,10.66,9.905281509
218,7-Sep-12,11,11,11,10.4,11.44481997,10.82,10.19518003
219,8-Sep-12,11,11,11,10.56,11.4625864,10.92,10.3774136
220,9-Sep-12,11,11,11,10.688,11.2,11.04,10.88
221,10-Sep-12,11.2,11.2,11.2,10.7904,11.27595918,11.08,10.88404082
222,11-Sep-12,11.3,11.3,11.3,10.87232,11.35298221,11.1,10.84701779
223,12-Sep-12,11.4,11.4,11.4,10.957856,11.5,11.18,10.86
224,13-Sep-12,11.4,11.4,11.4,11.0462848,11.55933259,11.26,10.96066741
225,14-Sep-12,11.7,11.7,11.7,11.11702784,11.73466401,11.4,11.06533599
226,15-Sep-12,11.8,11.8,11.8,11.23362227,11.90781439,11.52,11.13218561
227,16-Sep-12,11.9,11.9,11.9,11.34689782,12.05182521,11.64,11.22817479
228,17-Sep-12,11.9,11.9,11.9,11.45751825,12.11094474,11.74,11.36905526
229,18-Sep-12,12.3,12.3,12.3,11.5460146,12.32792156,11.92,11.51207844
230,19-Sep-12,12.6,12.6,12.6,11.69681168,12.70663004,12.1,11.49336996
231,20-Sep-12,12.3,12.3,12.3,11.87744935,12.73665631,12.2,11.66334369
232,21-Sep-12,12.4,12.4,12.4,12.02195948,12.75607017,12.3,11.84392983
233,22-Sep-12,12.2,12.2,12.2,12.13756758,12.6312932,12.36,12.0887068
234,23-Sep-12,12.2,12.2,12.2,12.6,12.63933259,12.34,12.04066741
235,24-Sep-12,12.1,12.1,12.1,12.52,12.44396078,12.24,12.03603922
236,25-Sep-12,12.2,12.2,12.2,12.436,12.41595918,12.22,12.02404082
237,26-Sep-12,12.3,12.3,12.3,12.3688,12.32649111,12.2,12.07350889
238,27-Sep-12,12.3,12.3,12.3,12.31504,12.3696663,12.22,12.0703337
239,28-Sep-12,12.4,12.4,12.4,12.1,12.46396078,12.26,12.05603922
240,29-Sep-12,12.4,12.4,12.4,12.16,12.4696663,12.32,12.1703337
241,30-Sep-12,12.4,12.4,12.4,12.208,12.45797959,12.36,12.26202041
242,1-Oct-12,12.4,12.4,12.4,12.2464,12.46,12.38,12.3
243,2-Oct-12,12.8,12.8,12.8,12.27712,12.8,12.48,12.16
244,3-Oct-12,12.9,12.9,12.9,12.381696,13.02542115,12.58,12.13457885
245,4-Oct-12,12.9,12.9,12.9,12.4853568,13.14303348,12.68,12.21696652
246,5-Oct-12,12.7,12.7,12.7,12.56828544,13.11094474,12.74,12.36905526
247,6-Oct-12,12.5,12.5,12.5,12.9,13.05933259,12.76,12.46066741
248,7-Oct-12,11.8,11.8,11.8,12.82,13.37584312,12.56,11.74415688
249,8-Oct-12,11.8,11.8,11.8,12.616,13.2573876,12.34,11.4226124
250,9-Oct-12,11.9,11.9,11.9,12.4528,12.90524506,12.14,11.37475494
251,10-Oct-12,12.1,12.1,12.1,12.32224,12.54763624,12.02,11.49236376
252,11-Oct-12,12,12,12,12.217792,12.15323808,11.92,11.68676192
253,12-Oct-12,12,12,12,12.1342336,12.16396078,11.96,11.75603922
254,13-Oct-12,11.9,11.9,11.9,12.06738688,12.1296663,11.98,11.8303337
255,14-Oct-12,11.7,11.7,11.7,12.0139095,12.2112932,11.94,11.6687068
256,15-Oct-12,11.8,11.8,11.8,11.9511276,12.11323808,11.88,11.64676192
257,16-Oct-12,11.9,11.9,11.9,11.90090208,12.06396078,11.86,11.65603922
258,17-Oct-12,11.8,11.8,11.8,11.9,11.9696663,11.82,11.6703337
259,18-Oct-12,11.9,11.9,11.9,11.7,11.9696663,11.82,11.6703337
260,19-Oct-12,11.7,11.7,11.7,11.9,11.9696663,11.82,11.6703337
261,20-Oct-12,11.7,11.7,11.7,11.9,11.97888544,11.8,11.62111456
262,21-Oct-12,11.6,11.6,11.6,11.86,11.94396078,11.74,11.53603922
263,22-Oct-12,11.7,11.7,11.7,11.808,11.91595918,11.72,11.52404082
264,23-Oct-12,11.6,11.6,11.6,11.7664,11.75797959,11.66,11.56202041
265,24-Oct-12,11.6,11.6,11.6,11.73312,11.73797959,11.64,11.54202041
266,25-Oct-12,10.9,10.9,10.9,11.706496,12.06514955,11.48,10.89485045
267,26-Oct-12,10.2,10.2,10.2,11.6,12.35238882,11.2,10.04761118
268,27-Oct-12,10.3,10.3,10.3,11.32,12.12929732,10.92,9.710702683
269,28-Oct-12,10.7,10.7,10.7,11.096,11.74079968,10.74,9.73920032
270,29-Oct-12,10.6,10.6,10.6,10.9168,11.05536395,10.54,10.02463605
271,30-Oct-12,10.9,10.9,10.9,10.2,11.05536395,10.54,10.02463605
272,31-Oct-12,11.2,11.2,11.2,10.34,11.34133186,10.74,10.13866814
273,1-Nov-12,10.6,10.6,10.6,10.512,11.25607017,10.8,10.34392983
274,2-Nov-12,10.5,10.5,10.5,11.2,11.27536395,10.76,10.24463605
275,3-Nov-12,10.6,10.6,10.6,11.06,11.27536395,10.76,10.24463605
276,4-Nov-12,10.8,10.8,10.8,10.948,11.23959984,10.74,10.24040016
277,5-Nov-12,10.8,10.8,10.8,10.8584,10.9,10.66,10.42
278,6-Nov-12,10.9,10.9,10.9,10.5,11.01393877,10.72,10.42606123
279,7-Nov-12,10.9,10.9,10.9,10.58,11.01908902,10.8,10.58091098
280,8-Nov-12,10.9,10.9,10.9,10.644,10.95797959,10.86,10.76202041
281,9-Nov-12,10.8,10.8,10.8,10.6952,10.95797959,10.86,10.76202041
282,10-Nov-12,10.9,10.9,10.9,10.73616,10.96,10.88,10.8
283,11-Nov-12,10.9,10.9,10.9,10.768928,10.96,10.88,10.8
284,12-Nov-12,11,11,11,10.7951424,11.02649111,10.9,10.77350889
285,13-Nov-12,10.9,10.9,10.9,10.83611392,11.02649111,10.9,10.77350889
286,14-Nov-12,10.9,10.9,10.9,10.86889114,11,10.92,10.84
287,15-Nov-12,11.2,11.2,11.2,10.89511291,11.21323808,10.98,10.74676192
288,16-Nov-12,11.8,11.8,11.8,10.9,11.83646138,11.16,10.48353862
289,17-Nov-12,11.8,11.8,11.8,11.08,12.1338796,11.32,10.5061204
290,18-Nov-12,11.6,11.6,11.6,11.224,12.17105555,11.46,10.74894445
291,19-Nov-12,11.8,11.8,11.8,11.3392,12.10647615,11.64,11.17352385
292,20-Nov-12,11.7,11.7,11.7,11.43136,11.9,11.74,11.58
293,21-Nov-12,11.8,11.8,11.8,11.505088,11.9,11.74,11.58
294,22-Nov-12,12.4,12.4,12.4,11.5640704,12.42,11.86,11.3
295,23-Nov-12,12.3,12.3,12.3,11.73125632,12.57965507,12,11.42034493
296,24-Nov-12,12.4,12.4,12.4,11.86500506,12.73188234,12.12,11.50811766
297,25-Nov-12,12.5,12.5,12.5,11.97200404,12.77638695,12.28,11.78361305
298,26-Nov-12,12.3,12.3,12.3,12.07760324,12.5296663,12.38,12.2303337
299,27-Nov-12,12.2,12.2,12.2,12.16208259,12.54396078,12.34,12.13603922
300,28-Nov-12,12.4,12.4,12.4,12.2,12.56396078,12.36,12.15603922
301,29-Nov-12,12.4,12.4,12.4,12.2,12.56396078,12.36,12.15603922
302,30-Nov-12,12.6,12.6,12.6,12.26,12.64532998,12.38,12.11467002
303,1-Dec-12,12.6,12.6,12.6,12.328,12.73933259,12.44,12.14066741
304,2-Dec-12,12.5,12.5,12.5,12.3824,12.67888544,12.5,12.32111456
305,3-Dec-12,12.7,12.7,12.7,12.42592,12.76396078,12.56,12.35603922
306,4-Dec-12,13.4,13.4,13.4,12.480736,13.41238026,12.76,12.10761974
307,5-Dec-12,13.4,13.4,13.4,12.6645888,13.71397733,12.92,12.12602267
308,6-Dec-12,13.3,13.3,13.3,12.81167104,13.82524506,13.06,12.29475494
309,7-Dec-12,13.5,13.5,13.5,12.92933683,13.834108,13.26,12.685892
310,8-Dec-12,13.4,13.4,13.4,13.04346947,13.52649111,13.4,13.27350889
311,9-Dec-12,13.4,13.4,13.4,13.13477557,13.52649111,13.4,13.27350889
312,10-Dec-12,13.4,13.4,13.4,13.20782046,13.52649111,13.4,13.27350889
313,11-Dec-12,13.6,13.6,13.6,13.26625637,13.62,13.46,13.3
314,12-Dec-12,13.7,13.7,13.7,13.33300509,13.75298221,13.5,13.24701779
315,13-Dec-12,13.7,13.7,13.7,13.40640407,13.8312932,13.56,13.2887068
316,14-Dec-12,13.6,13.6,13.6,13.46512326,13.81908902,13.6,13.38091098
317,15-Dec-12,13.5,13.5,13.5,13.7,13.7696663,13.62,13.4703337
318,16-Dec-12,13.3,13.3,13.3,13.66,13.85933259,13.56,13.26066741
319,17-Dec-12,13.3,13.3,13.3,13.588,13.8,13.48,13.16
320,18-Dec-12,13.3,13.3,13.3,13.5304,13.65298221,13.4,13.14701779
321,19-Dec-12,13.6,13.6,13.6,13.3,13.65298221,13.4,13.14701779
322,20-Dec-12,13.5,13.5,13.5,13.3,13.65298221,13.4,13.14701779
323,21-Dec-12,13.5,13.5,13.5,13.36,13.68,13.44,13.2
324,22-Dec-12,13.4,13.4,13.4,13.6,13.66396078,13.46,13.25603922
325,23-Dec-12,13.3,13.3,13.3,13.56,13.66396078,13.46,13.25603922
326,24-Dec-12,13.4,13.4,13.4,13.508,13.5696663,13.42,13.2703337
327,25-Dec-12,13.4,13.4,13.4,13.4664,13.52649111,13.4,13.27350889
328,26-Dec-12,13.5,13.5,13.5,13.3,13.52649111,13.4,13.27350889
329,27-Dec-12,13.4,13.4,13.4,13.34,13.52649111,13.4,13.27350889
330,28-Dec-12,13.4,13.4,13.4,13.372,13.5,13.42,13.34
331,29-Dec-12,13.4,13.4,13.4,13.3976,13.5,13.42,13.34
332,30-Dec-12,13.4,13.4,13.4,13.5,13.5,13.42,13.34
333,31-Dec-12,13.5,13.5,13.5,13.4,13.5,13.42,13.34
334,1-Jan-13,13.3,13.3,13.3,13.5,13.52649111,13.4,13.27350889
335,2-Jan-13,13.3,13.3,13.3,13.5,13.5296663,13.38,13.2303337
336,3-Jan-13,13.4,13.4,13.4,13.46,13.5296663,13.38,13.2303337
337,4-Jan-13,13.5,13.5,13.5,13.3,13.57888544,13.4,13.22111456
338,5-Jan-13,13.4,13.4,13.4,13.34,13.5296663,13.38,13.2303337
339,6-Jan-13,13.4,13.4,13.4,13.372,13.52649111,13.4,13.27350889
